AMOUNT;p1_Fraud;p2_Fraud;p3_Fraud;p4_Fraud;p5_Fraud;CLASS
261.3900;0.3610;0.4610;0.2110;0.4203;0.6610;G
42;0.0517;0.1620;0.0564;0.2207;0.0620;G
1000;0.1550;0.2860;0.1691;0.2620;0.1860;G
200;0.6750;0.7750;0.5250;0.5250;0.9750;G
5000;0.6620;0.7620;0.8745;0.9620;0.9620;U
15510;0.6040;0.7040;0.4540;0.5013;0.9040;G
97;0.3690;0.4690;0.2190;0.4230;0.6690;G
;0.2700;0.5700;0.7000;0.4567;0.7700;F
;0.1720;0.4720;0.6109;0.4240;0.6720;F
0;0.2340;0.3340;0.4855;0.3780;0.5340;G
2000;0.4510;0.7510;0.8645;0.5170;0.9510;F
0;0.4950;0.5950;0.3450;0.4650;0.7950;G
15510;0.6740;0.7740;0.5240;0.5247;0.9740;G
200;0.6920;0.7920;0.5420;0.5307;0.9920;G
2100;0.6910;0.7910;0.5410;0.5303;0.9910;G
2400;0.3575;0.2290;0.3900;0.3430;0.4290;G
1000;0.3960;0.4960;0.2460;0.4320;0.6960;G
2000;0.4740;0.7740;0.8855;0.5247;0.9740;F
100;0.6830;0.7830;0.5330;0.5277;0.9830;G
3400;0.0583;0.1700;0.0636;0.2233;0.0700;G
1.0100;0.6340;0.7340;0.4840;0.5113;0.9340;G
2.0200;0.6380;0.7380;0.4880;0.5127;0.9380;G
1000;0.6780;0.7780;0.8891;0.5260;0.9780;F
15510;0.6830;0.7830;0.5330;0.5277;0.9830;G
0;0.5890;0.6890;0.4390;0.4963;0.8890;G
2435.8000;0.0217;0.1260;0.0236;0.2087;0.0260;G
0;0.6700;0.7700;0.8818;0.9700;0.9700;U
9000;0.6830;0.7830;0.8936;0.5277;0.9830;F
200;0.6910;0.7910;0.5410;0.5303;0.9910;G
500;0.3625;0.2350;0.3955;0.3450;0.4350;G
0;0.6710;0.7710;0.8827;0.9710;0.9710;U
500;0.6640;0.7640;0.5140;0.5213;0.9640;G
3000;0.0400;0.1480;0.0436;0.2160;0.0480;G
700;0.4870;0.7870;0.8973;0.5290;0.9870;F
10;0.6750;0.7750;0.5250;0.5250;0.9750;G
;0.6010;0.7010;0.4510;0.5003;0.9010;G
79000;0.2775;0.4330;0.3027;0.3110;0.3330;U
79000;0.2708;0.4250;0.2955;0.3083;0.3250;U
19500;0.0692;0.1830;0.0755;0.2277;0.0830;G
2600;0.6070;0.7070;0.4570;0.5023;0.9070;G
79000;0.2875;0.4450;0.3136;0.3150;0.3450;U
500;0.6670;0.7670;0.8791;0.5223;0.9670;F
1;0.6730;0.7730;0.5230;0.5243;0.9730;G
1;0.5160;0.6160;0.3660;0.4720;0.8160;G
1;0.6690;0.7690;0.5190;0.5230;0.9690;G
1;0.5940;0.6940;0.4440;0.4980;0.8940;G
50;0.6930;0.7930;0.5430;0.5310;0.9930;G
350;0.6630;0.7630;0.5130;0.5210;0.9630;G
1;0.6720;0.7720;0.5220;0.5240;0.9720;G
;0.6720;0.7720;0.5220;0.5240;0.9720;G
0;0.6740;0.7740;0.5240;0.5247;0.9740;G
350;0.6800;0.7800;0.5300;0.5267;0.9800;G
200;0.6910;0.7910;0.5410;0.5303;0.9910;G
1900;0.6320;0.7320;0.4820;0.5107;0.9320;G
500;0.6800;0.7800;0.5300;0.5267;0.9800;G
7500;0.1483;0.2780;0.1618;0.2593;0.1780;G
;0.2360;0.3360;0.4873;0.3787;0.5360;F
900;0.6920;0.7920;0.9018;0.5307;0.9920;F
3000;0.4010;0.7010;0.8191;0.5003;0.9010;F
9800;0.6340;0.7340;0.4840;0.5113;0.9340;G
50;0.6910;0.7910;0.5410;0.5303;0.9910;G
3000;0.0708;0.1850;0.0773;0.2283;0.0850;G
;0.6550;0.7550;0.5050;0.9550;0.9550;G
15;0.6500;0.7500;0.5000;0.5167;0.9500;G
200;0.6910;0.7910;0.5410;0.5303;0.9910;G
;0.6840;0.7840;0.5340;0.5280;0.9840;G
4500;0.2920;0.5920;0.7200;0.4640;0.7920;F
;0.6760;0.7760;0.5260;0.5253;0.9760;G
200;0.6730;0.7730;0.5230;0.5243;0.9730;G
5;0.3860;0.6860;0.8055;0.4953;0.8860;F
5;0.6720;0.7720;0.8836;0.5240;0.9720;F
3000;0.4130;0.7130;0.8300;0.5043;0.9130;F
265000;0.4380;0.5380;0.2880;0.4460;0.7380;G
;0.6310;0.7310;0.4810;0.5103;0.9310;G
173000;0.6680;0.7680;0.5180;0.5227;0.9680;G
3000;0.6800;0.7800;0.5300;0.5267;0.9800;G
700;0.6480;0.7480;0.4980;0.5160;0.9480;G
0;0.6400;0.7400;0.8545;0.9400;0.9400;U
99000;0.6520;0.7520;0.8655;0.9520;0.9520;U
3000;0.6770;0.7770;0.8882;0.5257;0.9770;F
6;0.6750;0.7750;0.5250;0.5250;0.9750;G
735;0.6350;0.7350;0.4850;0.5117;0.9350;G
3000;0.6920;0.7920;0.5420;0.5307;0.9920;G
3000;0.6900;0.7900;0.9000;0.5300;0.9900;F
265000;0.6900;0.7900;0.5400;0.5300;0.9900;G
;0.1570;0.4570;0.5973;0.4190;0.6570;F
329;0.6660;0.7660;0.5160;0.5220;0.9660;G
0;0.2142;0.3570;0.2336;0.2857;0.2570;G
;0.6900;0.7900;0.5400;0.5300;0.9900;G
700;0.6910;0.7910;0.5410;0.5303;0.9910;G
5206.5700;0.3950;0.4950;0.2450;0.4317;0.6950;G
157891.0200;0.1108;0.2330;0.1209;0.2443;0.1330;G
10;0.6700;0.7700;0.5200;0.5233;0.9700;G
100;0.4067;0.2880;0.4436;0.3627;0.4880;F
100;0.6700;0.7700;0.5200;0.5233;0.9700;G
400;0.2410;0.3410;0.4918;0.3803;0.5410;F
404;0.6910;0.7910;0.5410;0.5303;0.9910;G
4598;0.6710;0.7710;0.5210;0.5237;0.9710;G
250;0.6880;0.7880;0.5380;0.5293;0.9880;G
1000;0.2300;0.3300;0.4818;0.3767;0.5300;G
158196.3400;0.0767;0.1920;0.0836;0.2307;0.0920;G
100;0.6920;0.7920;0.5420;0.5307;0.9920;G
15000;0.6910;0.7910;0.5410;0.5303;0.9910;G
10;0.4880;0.5880;0.3380;0.4627;0.7880;G
20500;0.6900;0.7900;0.5400;0.5300;0.9900;G
10;0.5720;0.6720;0.4220;0.4907;0.8720;G
10;0.6650;0.7650;0.5150;0.5217;0.9650;G
50;0.6830;0.7830;0.8936;0.5277;0.9830;F
9776.7500;0.3817;0.2580;0.4164;0.3527;0.4580;F
;0.3842;0.2610;0.4191;0.3537;0.4610;G
9700;0.1740;0.4740;0.6127;0.4247;0.6740;F
25000;0.6770;0.7770;0.5270;0.5257;0.9770;G
14000;0.1067;0.2280;0.1164;0.2427;0.1280;G
3;0.1942;0.3330;0.2118;0.2777;0.2330;G
;0.1167;0.2400;0.1273;0.2467;0.1400;G
1.4800;0.2092;0.3510;0.2282;0.2837;0.2510;G
;0.0292;0.1350;0.0318;0.2117;0.0350;G
95000.6200;0.0833;0.2000;0.0909;0.2333;0.1000;G
10;0.6550;0.7550;0.5050;0.5183;0.9550;G
13000;0.0225;0.1270;0.0245;0.2090;0.0270;G
4000;0.2030;0.3030;0.3030;0.3677;0.5030;G
;0.3280;0.4280;0.5709;0.4093;0.6280;F
10;0.6800;0.7800;0.5300;0.5267;0.9800;G
10;0.2920;0.5920;0.7200;0.4640;0.7920;F
200;0.6800;0.7800;0.5300;0.5267;0.9800;G
5600;0.3383;0.2060;0.3691;0.3353;0.4060;F
97;0.2900;0.3900;0.5364;0.3967;0.5900;G
54127.6100;0.3408;0.6090;0.3718;0.3363;0.4090;F
2500;0.6620;0.7620;0.8745;0.9620;0.9620;F
5000;0.5520;0.6520;0.4020;0.4840;0.8520;G
80;0.6920;0.7920;0.5420;0.5307;0.9920;G
150;0.6760;0.7760;0.8873;0.5253;0.9760;F
3000;0.5920;0.6920;0.4420;0.4973;0.8920;G
2600;0.3830;0.4830;0.2330;0.4277;0.6830;G
200;0.4760;0.5760;0.3260;0.4587;0.7760;G
2500;0.6750;0.7750;0.5250;0.5250;0.9750;G
2000;0.6320;0.7320;0.4820;0.5107;0.9320;G
300;0.6900;0.7900;0.5400;0.5300;0.9900;G
4500;0.6290;0.7290;0.4790;0.5097;0.9290;G
2000;0.6810;0.7810;0.5310;0.5270;0.9810;G
1000;0.1492;0.2790;0.1627;0.2597;0.1790;G
199938.4900;0.2930;0.3930;0.5391;0.3977;0.5930;F
1555;0.4460;0.7460;0.8600;0.5153;0.9460;F
200;0.6810;0.7810;0.5310;0.5270;0.9810;G
28500;0.6460;0.7460;0.8600;0.9460;0.9460;U
66044.3600;0.3600;0.6600;0.7818;0.4867;0.8600;F
235;0.4350;0.7350;0.8500;0.5117;0.9350;F
100;0.6740;0.7740;0.5240;0.5247;0.9740;G
1400;0.6720;0.7720;0.8836;0.5240;0.9720;F
95000;0.2550;0.3550;0.5045;0.3850;0.5550;G
3000;0.6510;0.7510;0.8645;0.9510;0.9510;F
98;0.4058;0.2870;0.4427;0.3623;0.4870;G
5000;0.3225;0.4870;0.3518;0.3290;0.3870;G
28500;0.6710;0.7710;0.5210;0.5237;0.9710;G
16;0.6890;0.7890;0.5390;0.5297;0.9890;G
30;0.6670;0.7670;0.8791;0.5223;0.9670;F
1;0.6700;0.7700;0.5200;0.5233;0.9700;G
5000;0.3225;0.4870;0.3518;0.3290;0.3870;G
100;0.6360;0.7360;0.4860;0.5120;0.9360;G
5;0.1920;0.4920;0.6291;0.4307;0.6920;F
4500;0.6690;0.7690;0.5190;0.5230;0.9690;G
3000;0.6820;0.7820;0.8927;0.5273;0.9820;F
3000;0.6740;0.7740;0.8855;0.5247;0.9740;F
100;0.6670;0.7670;0.5170;0.5223;0.9670;G
100;0.3925;0.2710;0.4282;0.3570;0.4710;G
500;0.2408;0.3890;0.2627;0.2963;0.2890;G
240;0.6870;0.7870;0.8973;0.5290;0.9870;F
130;0.6720;0.7720;0.5220;0.5240;0.9720;G
250;0.0533;0.1640;0.0582;0.2213;0.0640;G
3696.6400;0.1558;0.2870;0.1700;0.2623;0.1870;G
;0.6920;0.7920;0.5420;0.5307;0.9920;G
;0.1910;0.4910;0.6282;0.4303;0.6910;F
108791.3200;0.4660;0.5660;0.3160;0.4553;0.7660;G
250;0.6770;0.7770;0.5270;0.5257;0.9770;G
500;0.1600;0.2920;0.1745;0.2640;0.1920;G
8000;0.6910;0.7910;0.5410;0.5303;0.9910;G
7050;0.2900;0.3900;0.5364;0.3967;0.5900;F
315;0.4790;0.7790;0.8900;0.5263;0.9790;F
191427.7000;0.6810;0.7810;0.5310;0.5270;0.9810;G
500;0.3290;0.4290;0.5718;0.4097;0.6290;F
280;0.6900;0.7900;0.9000;0.5300;0.9900;F
100;0.0792;0.1950;0.0864;0.2317;0.0950;G
12000;0.2800;0.3800;0.5273;0.3933;0.5800;F
2000;0.6580;0.7580;0.5080;0.5193;0.9580;G
12000;0.4092;0.2910;0.4464;0.3637;0.4910;F
273.3100;0.0158;0.1190;0.0173;0.2063;0.0190;G
4200;0.0408;0.1490;0.0445;0.2163;0.0490;G
100;0.3480;0.4480;0.5891;0.4160;0.6480;F
60;0.6820;0.7820;0.5320;0.5273;0.9820;G
649.7400;0.0067;0.1080;0.0073;0.2027;0.0080;G
5000;0.1967;0.3360;0.2145;0.2787;0.2360;G
145;0.4730;0.7730;0.8845;0.5243;0.9730;F
;0.6920;0.7920;0.5420;0.5307;0.9920;G
199.3200;0.0233;0.1280;0.0255;0.2093;0.0280;G
;0.4140;0.7140;0.8309;0.5047;0.9140;F
;0.6900;0.7900;0.5400;0.5300;0.9900;G
300;0.6850;0.7850;0.5350;0.5283;0.9850;G
145;0.6860;0.7860;0.8964;0.5287;0.9860;F
2000;0.6950;0.7950;0.9045;0.5317;0.9950;F
3000;0.6850;0.7850;0.8955;0.5283;0.9850;F
3000;0.3958;0.2750;0.4318;0.3583;0.4750;G
305211.0600;0.3333;0.5000;0.3636;0.3333;0.4000;F
44.7500;0.3250;0.4900;0.3545;0.3300;0.3900;F
850;0.6660;0.7660;0.5160;0.5220;0.9660;G
28.7300;0.3250;0.4900;0.3545;0.3300;0.3900;F
365413.3100;0.3333;0.5000;0.3636;0.3333;0.4000;F
65;0.6910;0.7910;0.5410;0.5303;0.9910;G
1000;0.1467;0.2760;0.1600;0.2587;0.1760;G
800;0.0467;0.1560;0.0509;0.2187;0.0560;G
;0.6650;0.7650;0.8773;0.9650;0.9650;U
4598;0.6860;0.7860;0.5360;0.5287;0.9860;G
7500;0.0525;0.1630;0.0573;0.2210;0.0630;G
50;0.3892;0.2670;0.4245;0.3557;0.4670;F
5000;0.6910;0.7910;0.5410;0.5303;0.9910;G
0;0.3410;0.4410;0.4410;0.4137;0.6410;F
1;0.4320;0.7320;0.8473;0.5107;0.9320;F
32800;0.1910;0.4910;0.6282;0.4303;0.6910;F
2400;0.4080;0.7080;0.8255;0.5027;0.9080;F
3000;0.4058;0.2870;0.4427;0.3623;0.4870;F
1000;0.6220;0.7220;0.4720;0.5073;0.9220;G
2000;0.6940;0.7940;0.9036;0.5313;0.9940;F
7000;0.6660;0.7660;0.8782;0.9660;0.9660;F
390.4400;0.6220;0.7220;0.4720;0.5073;0.9220;G
56922.1000;0.2610;0.5610;0.6918;0.4537;0.7610;F
3000;0.6810;0.7810;0.8918;0.9810;0.9810;F
4249.6300;0.3325;0.4990;0.3627;0.3330;0.3990;F
350;0.6850;0.7850;0.5350;0.5283;0.9850;G
80.8400;0.5990;0.6990;0.4490;0.4997;0.8990;G
4200;0.6950;0.7950;0.9045;0.5317;0.9950;F
300;0.6920;0.7920;0.5420;0.5307;0.9920;G
2700;0.6220;0.7220;0.8382;0.5073;0.9220;F
3000;0.2960;0.5960;0.7236;0.4653;0.7960;F
5557.3700;0.6880;0.7880;0.5380;0.5293;0.9880;G
3000;0.7000;0.8000;0.9091;0.5333;1;F
;0.6720;0.7720;0.8836;0.9720;0.9720;U
8000;0.2658;0.4190;0.2900;0.3063;0.3190;G
600;0.3330;0.4330;0.1830;0.4110;0.6330;G
40;0.3690;0.4690;0.2190;0.4230;0.6690;G
31500;0.6870;0.7870;0.5370;0.5290;0.9870;G
100;0.6900;0.7900;0.5400;0.5300;0.9900;G
34;0.1083;0.2300;0.1182;0.2433;0.1300;G
126.2900;0.0150;0.1180;0.0164;0.2060;0.0180;F
5589;0.3780;0.4780;0.2280;0.4260;0.6780;G
350;0.0642;0.1770;0.0700;0.2257;0.0770;G
286493.1200;0.3560;0.6560;0.7782;0.4853;0.8560;F
11328.4200;0.0042;0.1050;0.0045;0.2017;0.0050;G
31642.3700;0.2750;0.5750;0.7045;0.4583;0.7750;F
3000;0.6950;0.7950;0.9045;0.5317;0.9950;F
13000;0.0200;0.1240;0.0218;0.2080;0.0240;G
97;0.2230;0.3230;0.4755;0.3743;0.5230;G
616.7700;0.2475;0.3970;0.2700;0.2990;0.2970;G
97;0.3680;0.4680;0.2180;0.4227;0.6680;G
1100;0.2330;0.3330;0.4845;0.3777;0.5330;G
2000;0.1780;0.4780;0.6164;0.4260;0.6780;F
1000;0.2240;0.5240;0.6582;0.4413;0.7240;F
13283;0.3333;0.5000;0.3636;0.3333;0.4000;G
97;0.3680;0.4680;0.2180;0.4227;0.6680;G
;0.4700;0.7700;0.8818;0.5233;0.9700;F
;0.6940;0.7940;0.5440;0.5313;0.9940;G
70;0.6930;0.7930;0.9027;0.5310;0.9930;F
25000;0.6340;0.7340;0.4840;0.5113;0.9340;G
2900;0.6950;0.7950;0.9045;0.5317;0.9950;F
1000;0.3100;0.4100;0.5545;0.4033;0.6100;F
194;0.3908;0.2690;0.4264;0.3563;0.4690;G
11600;0.1917;0.3300;0.2091;0.2767;0.2300;G
119500;0.2710;0.5710;0.7009;0.4570;0.7710;F
2000;0.4730;0.7730;0.8845;0.5243;0.9730;F
119500;0.4230;0.7230;0.8391;0.5077;0.9230;F
2500;0.6900;0.7900;0.9000;0.9900;0.9900;U
8850;0.3590;0.4590;0.2090;0.4197;0.6590;G
;0.4230;0.7230;0.8391;0.5077;0.9230;F
1000;0.6940;0.7940;0.9036;0.5313;0.9940;F
;0.4350;0.7350;0.8500;0.5117;0.9350;F
22000.2800;0.3750;0.2500;0.4091;0.3500;0.4500;G
;0.6410;0.7410;0.8555;0.9410;0.9410;U
100;0.3540;0.4540;0.5945;0.4180;0.6540;F
5000;0.1820;0.4820;0.6200;0.4273;0.6820;F
1500;0.6990;0.7990;0.9082;0.5330;0.9990;F
5000;0.3842;0.2610;0.4191;0.3537;0.4610;F
;0.0400;0.1480;0.0436;0.2160;0.0480;G
1;0.2690;0.3690;0.5173;0.3897;0.5690;F
42000;0.0525;0.1630;0.0573;0.2210;0.0630;G
10057.7000;0.2975;0.4570;0.3245;0.3190;0.3570;G
11350;0.3310;0.4310;0.1810;0.4103;0.6310;G
10.1600;0.3190;0.4190;0.1690;0.4063;0.6190;G
76383.4800;0.3125;0.4750;0.3409;0.3250;0.3750;G
3000;0.2500;0.3500;0.3500;0.3833;0.5500;G
50;0.6370;0.7370;0.4870;0.5123;0.9370;G
500;0.0450;0.1540;0.0491;0.2180;0.0540;G
6000;0.2070;0.3070;0.4609;0.3690;0.5070;F
5500;0.1860;0.4860;0.6236;0.4287;0.6860;F
8000;0.2130;0.3130;0.4664;0.3710;0.5130;G
400;0.1770;0.4770;0.6155;0.4257;0.6770;F
100;0.2320;0.3320;0.4836;0.3773;0.5320;F
1000;0.3433;0.2120;0.3745;0.3373;0.4120;G
180;0.2470;0.5470;0.6791;0.4490;0.7470;F
3000;0.3150;0.4780;0.3436;0.3260;0.3780;G
;0.2650;0.5650;0.6955;0.4550;0.7650;F
3000;0.2160;0.3160;0.4691;0.3720;0.5160;F
69.5500;0.4850;0.5850;0.3350;0.4617;0.7850;G
3000;0.2800;0.3800;0.5273;0.3933;0.5800;F
17000;0.3783;0.2540;0.4127;0.3513;0.4540;G
43000;0.4590;0.7590;0.8718;0.5197;0.9590;F
13000;0.2992;0.4590;0.1590;0.3197;0.3590;G
3000;0.1820;0.4820;0.6200;0.4273;0.6820;F
3000;0.1830;0.4830;0.6209;0.4277;0.6830;F
1000;0.6720;0.7720;0.5220;0.5240;0.9720;G
13000;0.0692;0.1830;0.0755;0.2277;0.0830;G
29000;0.6630;0.7630;0.8755;0.5210;0.9630;F
1883.5700;0.6720;0.7720;0.5220;0.5240;0.9720;G
3000;0.1910;0.4910;0.6282;0.4303;0.6910;F
;0.0875;0.2050;0.0955;0.2350;0.1050;G
3000;0.1960;0.4960;0.6327;0.4320;0.6960;F
2400;0.2167;0.3600;0.2364;0.2867;0.2600;G
3000;0.1960;0.4960;0.6327;0.4320;0.6960;F
1000;0.2080;0.5080;0.6436;0.4360;0.7080;F
;0.3060;0.4060;0.5509;0.4020;0.6060;F
27500;0.6910;0.7910;0.9009;0.5303;0.9910;F
3000;0.2190;0.5190;0.6536;0.4397;0.7190;F
3000;0.2190;0.5190;0.6536;0.4397;0.7190;F
;0.6710;0.7710;0.5210;0.9710;0.9710;G
3000;0.2190;0.5190;0.6536;0.4397;0.7190;F
;0.1920;0.4920;0.6291;0.4307;0.6920;F
110644.4900;0.1558;0.2870;0.1700;0.2623;0.1870;F
3360;0.6510;0.7510;0.5010;0.5170;0.9510;G
;0.6920;0.7920;0.9018;0.5307;0.9920;F
2500;0.1750;0.3100;0.1909;0.2700;0.2100;G
3000;0.3110;0.6110;0.7373;0.4703;0.8110;F
0;0.3100;0.5720;0.1720;0.3240;0.3720;F
241;0.6840;0.7840;0.5340;0.5280;0.9840;G
3000;0.3110;0.6110;0.7373;0.4703;0.8110;F
3000;0.3160;0.6160;0.7418;0.4720;0.8160;F
5000;0.6720;0.7720;0.5220;0.5240;0.9720;G
3000;0.3160;0.6160;0.7418;0.4720;0.8160;F
500;0.0750;0.1900;0.0818;0.2300;0.0900;G
3000;0.3160;0.6160;0.7418;0.4720;0.8160;F
5000;0.6300;0.7300;0.4800;0.5100;0.9300;G
3000;0.3160;0.6160;0.7418;0.4720;0.8160;F
97;0.3917;0.2700;0.4273;0.3567;0.4700;G
500;0.1417;0.2700;0.1545;0.2567;0.1700;G
47;0.2620;0.3620;0.5109;0.3873;0.5620;G
130;0.6920;0.7920;0.9018;0.5307;0.9920;F
15000;0.3920;0.6920;0.8109;0.4973;0.8920;F
15000;0.3710;0.6710;0.7918;0.4903;0.8710;F
13000;0.0833;0.2000;0.0909;0.2333;0.1000;G
771172.8500;0.3808;0.2570;0.4155;0.3523;0.4570;F
27;0.2800;0.3800;0.5273;0.3933;0.5800;G
100;0.6920;0.7920;0.5420;0.5307;0.9920;G
27;0.2810;0.3810;0.5282;0.3937;0.5810;G
5000;0.6630;0.7630;0.5130;0.5210;0.9630;G
300;0.6820;0.7820;0.5320;0.5273;0.9820;G
500;0.3100;0.4720;0.3382;0.3240;0.3720;G
70;0.2920;0.3920;0.5382;0.3973;0.5920;G
1;0.2260;0.5260;0.6600;0.4420;0.7260;F
5000;0.6900;0.7900;0.5400;0.5300;0.9900;G
10;0.6500;0.7500;0.5000;0.5167;0.9500;G
300;0.6910;0.7910;0.9009;0.5303;0.9910;F
250;0.6930;0.7930;0.9027;0.5310;0.9930;F
;0.6900;0.7900;0.5400;0.5300;0.9900;G
1000;0.2200;0.3200;0.4727;0.3733;0.5200;F
7500;0.0300;0.1360;0.0327;0.2120;0.0360;G
5000;0.6910;0.7910;0.5410;0.5303;0.9910;G
;0.6920;0.7920;0.5420;0.5307;0.9920;G
600;0.0675;0.1810;0.0736;0.2270;0.0810;G
500;0.0700;0.1840;0.0764;0.2280;0.0840;G
4500;0.6810;0.7810;0.5310;0.5270;0.9810;G
526.7500;0.0350;0.1420;0.0382;0.2140;0.0420;G
1000;0.0292;0.1350;0.0318;0.2117;0.0350;G
9070;0.1510;0.4510;0.5918;0.4170;0.6510;F
4500;0.6900;0.7900;0.5400;0.5300;0.9900;G
14300;0.2510;0.5510;0.6827;0.4503;0.7510;F
46.6000;0.5800;0.6800;0.4300;0.4933;0.8800;G
1880;0.3420;0.6420;0.7655;0.4807;0.8420;F
3100;0.6900;0.7900;0.5400;0.5300;0.9900;G
310;0.0725;0.1870;0.0791;0.2290;0.0870;G
2640;0.3460;0.6460;0.7691;0.4820;0.8460;F
3000;0.2925;0.4510;0.3191;0.3170;0.3510;G
12080;0.3710;0.6710;0.7918;0.4903;0.8710;F
14.7500;0.3242;0.4890;0.3536;0.3297;0.3890;F
1800;0.4117;0.2940;0.4491;0.3647;0.4940;F
175;0.6820;0.7820;0.8927;0.5273;0.9820;F
1500;0.6920;0.7920;0.9018;0.5307;0.9920;F
430;0.5780;0.6780;0.4280;0.4927;0.8780;G
58122.8400;0.3992;0.2790;0.4355;0.3597;0.4790;F
23000;0.6980;0.7980;0.9073;0.5327;0.9980;F
115;0.6820;0.7820;0.5320;0.5273;0.9820;G
93.4100;0.6880;0.7880;0.5380;0.5293;0.9880;G
;0.6930;0.7930;0.9027;0.5310;0.9930;F
318.9800;0.6820;0.7820;0.5320;0.5273;0.9820;G
550;0.5570;0.6570;0.4070;0.4857;0.8570;G
2878;0.4470;0.7470;0.8609;0.5157;0.9470;F
1000;0.3010;0.4010;0.5464;0.4003;0.6010;F
200;0.6300;0.7300;0.4800;0.5100;0.9300;G
3000;0.4390;0.7390;0.8536;0.5130;0.9390;F
2878;0.6720;0.7720;0.8836;0.9720;0.9720;U
161875;0.2740;0.3740;0.5218;0.3913;0.5740;G
3000;0.6700;0.7700;0.8818;0.9700;0.9700;F
800;0.4810;0.7810;0.8918;0.5270;0.9810;F
2600;0.6890;0.7890;0.8991;0.5297;0.9890;F
;0.3642;0.2370;0.2370;0.3457;0.4370;G
2857;0.6900;0.7900;0.9000;0.5300;0.9900;F
940;0.6960;0.7960;0.9055;0.5320;0.9960;F
3000;0.4390;0.7390;0.8536;0.5130;0.9390;F
2878;0.6910;0.7910;0.9009;0.5303;0.9910;F
200;0.6700;0.7700;0.5200;0.5233;0.9700;G
3000;0.4320;0.7320;0.8473;0.5107;0.9320;F
200;0.6900;0.7900;0.5400;0.5300;0.9900;G
200;0.6900;0.7900;0.5400;0.5300;0.9900;G
600011;0.2425;0.3910;0.2645;0.2970;0.2910;G
2000;0.6920;0.7920;0.9018;0.5307;0.9920;F
99000;0.1267;0.2520;0.1382;0.2507;0.1520;G
1000;0.4640;0.7640;0.8764;0.5213;0.9640;F
;0.4360;0.5360;0.2860;0.4453;0.7360;G
2120;0.3420;0.4420;0.5836;0.4140;0.6420;F
1000;0.6910;0.7910;0.5410;0.5303;0.9910;G
365.4800;0.1550;0.4550;0.5955;0.4183;0.6550;F
430;0.6910;0.7910;0.9009;0.5303;0.9910;F
3000;0.6730;0.7730;0.8845;0.9730;0.9730;F
200;0.3750;0.4750;0.2250;0.4250;0.6750;G
200;0.4160;0.5160;0.2660;0.4387;0.7160;G
2000;0.2910;0.3910;0.5373;0.3970;0.5910;G
1400;0.3780;0.4780;0.2280;0.4260;0.6780;G
650;0.6910;0.7910;0.5410;0.5303;0.9910;G
3000;0.6860;0.7860;0.8964;0.5287;0.9860;F
;0.0783;0.1940;0.0855;0.2313;0.0940;G
48591.1300;0.2470;0.5470;0.6791;0.4490;0.7470;F
1600;0.4140;0.5140;0.2640;0.4380;0.7140;G
5000;0.4830;0.7830;0.8936;0.5277;0.9830;F
152555.9500;0.3030;0.6030;0.7300;0.4677;0.8030;F
1500;0.4800;0.7800;0.8909;0.5267;0.9800;F
17000;0.6550;0.7550;0.8682;0.9550;0.9550;U
14000;0.6890;0.7890;0.5390;0.5297;0.9890;G
920;0.6920;0.7920;0.5420;0.5307;0.9920;G
3500;0.2810;0.5810;0.7100;0.4603;0.7810;F
1;0.6700;0.7700;0.5200;0.5233;0.9700;G
1;0.6830;0.7830;0.5330;0.5277;0.9830;G
169051.5900;0.1710;0.4710;0.6100;0.4237;0.6710;F
170004.9800;0.2040;0.5040;0.6400;0.4347;0.7040;F
344542.9800;0.4770;0.7770;0.8882;0.5257;0.9770;F
;0.0767;0.1920;0.0836;0.2307;0.0920;G
18400;0.0425;0.1510;0.0464;0.2170;0.0510;G
2400;0.3033;0.4640;0.3309;0.3213;0.3640;F
;0.2467;0.3960;0.2691;0.2987;0.2960;G
65000;0.6020;0.7020;0.4520;0.5007;0.9020;G
3785.6900;0.3100;0.4100;0.1600;0.4033;0.6100;G
;0.5540;0.6540;0.4040;0.4847;0.8540;G
18000;0.4720;0.7720;0.8836;0.5240;0.9720;F
11971;0.0417;0.1500;0.0455;0.2167;0.0500;G
17000;0.6510;0.7510;0.8645;0.9510;0.9510;U
;0.5410;0.6410;0.3910;0.4803;0.8410;G
48;0.3680;0.4680;0.2180;0.4227;0.6680;G
35000;0.6650;0.7650;0.8773;0.5217;0.9650;F
50;0.5760;0.6760;0.4260;0.4920;0.8760;G
50;0.6330;0.7330;0.4830;0.5110;0.9330;G
50;0.6820;0.7820;0.5320;0.5273;0.9820;G
3000;0.6900;0.7900;0.9000;0.5300;0.9900;F
5000;0.0267;0.1320;0.0291;0.2107;0.0320;G
38928;0.5680;0.6680;0.4180;0.4893;0.8680;G
;0.0408;0.1490;0.0445;0.2163;0.0490;G
15000;0.5560;0.6560;0.4060;0.4853;0.8560;G
500;0.6170;0.7170;0.4670;0.5057;0.9170;G
68;0.6620;0.7620;0.5120;0.5207;0.9620;G
16050.4700;0.1750;0.4750;0.6136;0.4250;0.6750;F
500;0.6560;0.7560;0.5060;0.5187;0.9560;G
450.1000;0.6840;0.7840;0.5340;0.5280;0.9840;G
17000;0.6840;0.7840;0.5340;0.5280;0.9840;G
1;0.3133;0.4760;0.3418;0.3253;0.3760;F
230;0.2167;0.3600;0.2364;0.2867;0.2600;G
